As,Cr,Cu,Hg,Mo,Ni,Pb,Zn,Type
2.995732274,3.091042453,3.349904087,3.688879454,0.357674444,3.165475048,2.58021683,4.158883083,1
2.890371758,2.564949357,3.010620886,2.302585093,-0.314710745,3.005682604,2.351375257,4.043051268,1
2.944438979,2.397895273,3.94931879,4.094344562,1.905088155,3.64805746,3.068052935,4.204692619,1
3.36729583,3.688879454,3.314186005,4.094344562,1.25846099,3.691376334,4.175924549,5.666426688,1
2.197224577,2.079441542,2.292534757,2.995732274,-0.776528789,2.091864062,2.341805806,3.63758616,1
3.044522438,2.833213344,3.523415014,3.401197382,0.593326845,3.210843653,3.091042453,4.442651256,1
3.555348061,2.995732274,2.917770732,3.688879454,0.009950331,2.778819272,3.740047741,5.262690189,1
2.397895273,2.48490665,2.415913778,2.995732274,-0.820980552,2.219203484,2.292534757,3.80666249,1
3.496507561,3.218875825,2.862200881,4.49980967,0.336472237,2.772588722,3.034952987,4.744932128,1
3.526360525,3.091042453,3.095577609,3.912023005,0.122217633,2.844909384,3.496507561,4.955827058,1
2.397895273,2.63905733,2.63905733,3.688879454,-0.562118918,2.370243741,2.261763098,3.850147602,1
3.135494216,3.044522438,3.797733859,4.248495242,0.444685821,3.808882247,2.975529566,4.543294782,1
3.526360525,2.995732274,3.835141961,4.86753445,0.357674444,3.688879454,3.139832618,4.718498871,1
3.044522438,3.258096538,3.693866996,4.094344562,0.31481074,3.691376334,3.000719815,4.644390899,1
3.218875825,3.295836866,3.433987204,4.248495242,0.774727168,2.708050201,2.674148649,4.219507705,1
3.044522438,4.912654886,4.375757022,4.605170186,2.172476408,4.521788577,3.339321978,4.941642423,1
2.48490665,2.890371758,2.681021529,3.688879454,-0.301105093,2.714694744,2.370243741,3.80666249,1
2.397895273,3.496507561,2.468099531,3.401197382,-0.287682072,2.809402695,2.58021683,3.871201011,1
3.36729583,4.369447852,3.686376324,4.094344562,1.54329811,3.964615456,3.034952987,4.804021045,2
2.197224577,2.564949357,2.4765384,3.401197382,-0.733969175,2.468099531,2.302585093,3.713572067,1
2.833213344,3.401197382,3.616308761,3.401197382,-0.198450939,3.608211551,2.517696473,4.110873864,1
2.708050201,2.944438979,2.90690106,4.700480366,-0.051293294,2.63905733,2.995732274,4.219507705,1
1.945910149,2.944438979,2.653241965,3.401197382,-0.733969175,2.517696473,2.58021683,4.060443011,1
3.258096538,4.094344562,3.424262655,3.912023005,0.717839793,3.131136911,2.90690106,4.682131227,1
3.135494216,2.944438979,3.342861805,3.401197382,0.457424847,3.214867803,2.587764035,4.127134385,1
1.609437912,2.944438979,2.163323026,3.401197382,-0.400477567,1.902107526,2.079441542,4.17438727,1
3.135494216,3.496507561,3.17805383,3.401197382,0.378436436,3.342861805,2.653241965,4.143134726,1
2.890371758,3.258096538,3.433987204,3.912023005,0.329303747,3.246490992,2.928523524,4.262679877,1
2.944438979,2.397895273,3.242592351,2.302585093,0.678033543,3.0301337,4.204692619,5.501258211,1
3.17805383,2.995732274,3.543853682,2.995732274,-0.562118918,3.349904087,2.747270914,4.605170186,1
2.564949357,3.401197382,3.152736022,3.401197382,-0.94160854,2.791165108,2.341805806,3.891820298,1
3.401197382,2.995732274,2.747270914,4.094344562,0.207014169,2.714694744,2.917770732,4.605170186,1
3.044522438,3.044522438,3.414442608,3.401197382,0.641853886,3.169685581,2.778819272,4.204692619,1
2.397895273,3.465735903,3.18221184,3.688879454,0.31481074,3.502549876,2.63188884,4.477336814,1
2.48490665,3.135494216,2.602689685,2.995732274,-0.494296322,2.564949357,2.674148649,4.094344562,1
3.044522438,2.833213344,3.17805383,5.075173815,-0.430782916,3.17805383,2.433613355,4.836281907,1
1.945910149,3.33220451,3.04927304,3.401197382,-0.314710745,2.57261223,2.681021529,4.025351691,1
3.63758616,3.555348061,3.394508394,3.688879454,-0.328504067,3.020424886,3.36729583,4.682131227,1
1.791759469,3.091042453,1.824549292,4.248495242,-0.494296322,2.251291799,2.208274414,2.995732274,1
1.945910149,3.044522438,2.734367509,3.912023005,1.986503546,3.374168709,2.610069793,4.644390899,1
2.197224577,2.48490665,3.072693315,4.248495242,-0.342490309,2.624668592,3.238678452,4.532599493,1
2.079441542,2.564949357,3.126760536,4.382026635,0.350656872,2.734367509,3.072693315,4.127134385,1
2.63905733,2.890371758,3.186352633,6.309918278,1.16315081,3.068052935,2.901421594,4.564348191,1
2.564949357,2.564949357,2.602689685,2.302585093,-0.385662481,2.602689685,3.292126287,4.094344562,1
2.708050201,2.564949357,3.100092289,3.912023005,-0.415515444,2.975529566,3.246490992,4.997212274,1
1.791759469,2.708050201,2.332143895,2.302585093,-0.287682072,2.901421594,2.867898902,4.204692619,1
2.63905733,2.48490665,3.063390922,4.094344562,-0.385662481,2.990719732,3.202746443,4.890349128,1
1.945910149,2.302585093,2.721295428,3.401197382,-0.820980552,2.821378886,2.928523524,4.430816799,1
2.302585093,2.079441542,3.261935314,6.697034248,1.111857515,2.901421594,3.122364924,4.543294782,1
2.079441542,2.397895273,3.487375078,6.396929655,-0.356674944,2.954910279,3.131136911,4.912654886,1
2.197224577,2.397895273,3.681351188,7.61085279,0.463734016,2.985681938,3.148453361,6.49375384,1
1.791759469,2.833213344,3.433987204,4.094344562,0.086177696,3.39785848,3.449987546,6.021023349,1
1.945910149,2.772588722,3.246490992,4.094344562,-0.371063681,3.186352633,3.139832618,4.976733742,1
1.945910149,2.564949357,2.747270914,2.302585093,-0.198450939,2.803360381,3.401197382,4.682131227,1
1.386294361,2.63905733,2.815408719,2.302585093,-0.967584026,2.653241965,2.867898902,3.891820298,1
1.609437912,2.890371758,3.317815773,3.912023005,-0.430782916,3.306886702,2.954910279,4.553876892,1
3.044522438,3.17805383,6.254213353,3.912023005,0.285178942,3.532225644,4.043051268,5.796057751,1
2.079441542,2.079441542,3.091042453,3.688879454,-0.478035801,2.57261223,2.970414466,4.382026635,1
2.48490665,2.302585093,3.299533728,6.29156914,0.371563556,2.985681938,3.044522438,5.220355825,1
3.713572067,2.63905733,4.309455942,4.787491743,0.548121409,3.360375387,3.471966453,6.549650742,2
1.098612289,2.944438979,2.990719732,3.401197382,-0.579818495,2.928523524,2.595254707,3.63758616,1
2.708050201,2.302585093,2.564949357,3.912023005,-0.653926467,2.617395833,3.086486637,4.48863637,1
2.079441542,2.708050201,3.100092289,2.995732274,-0.400477567,3.015534901,3.104586678,4.33073334,1
1.791759469,3.135494216,2.901421594,2.302585093,1.068153081,3.349904087,2.681021529,4.543294782,1
0.693147181,3.33220451,2.701361213,2.995732274,-1.46967597,2.93385687,1.609437912,3.931825633,1
2.397895273,2.944438979,2.778819272,4.605170186,0.009950331,2.459588842,2.501435952,3.871201011,1
1.098612289,2.48490665,1.435084525,2.302585093,-0.994252273,2.054123734,2.4765384,3.931825633,1
1.625311262,3.538056564,3.112626025,2.995732274,-0.162518929,3.349904087,2.58021683,3.773220603,1
-1.897119985,-1.560647748,3.713572067,4.382026635,-3.506557897,3.231199575,3.401197382,0.09531018,1
2.529720666,3.985645145,3.784189634,3.912023005,0.712949808,3.654029177,3.487375078,4.673949701,1
1.521698998,3.360028105,4.008968211,4.094344562,-0.415515444,3.078233495,2.708050201,3.993049844,1
2.246014742,2.811809435,3.299902664,3.688879454,0.783901544,3.096934154,3.044522438,4.431054866,1
2.463001814,4.62771415,4.025351691,4.248495242,1.184789985,3.617920365,3.19047635,4.663816381,1
2.944438979,4.077537444,3.663561646,2.995732274,1.266947603,3.691376334,3.597312261,5.062595033,1
2.48490665,2.197224577,2.791165108,3.912023005,-0.634878272,2.901421594,3.230804396,4.672828834,1
2.63905733,3.496507561,3.346389145,2.302585093,1.378766095,3.250374492,3.122364924,4.59511985,1
3.091042453,2.890371758,2.57261223,2.302585093,0.879626748,2.995732274,2.721295428,4.143134726,1
0.693147181,3.36729583,2.76000994,2.995732274,-1.386294361,2.949688335,1.704748092,3.988984047,1
1.226712291,3.969725716,3.220474546,2.302585093,-0.235722334,3.684871433,2.48490665,3.873905683,1
2.72719902,3.633366744,3.96783607,2.995732274,0.993251773,3.424588334,3.725693427,4.758920786,1
2.836736542,3.783052624,3.979120749,3.912023005,0.722705983,3.449034711,3.555348061,4.639281716,1
1.593308531,4.110053856,4.091172871,2.995732274,-0.673344553,3.668421612,3.47506723,4.500142948,1
2.197224577,3.891820298,3.356897123,2.302585093,1.156881197,3.634951112,3.580737295,4.820281566,1
1.098612289,2.772588722,2.928523524,3.401197382,-0.693147181,2.797281335,2.856470206,3.713572067,2
0.593326845,3.577668525,3.433987204,2.995732274,-0.162518929,3.494080376,3.044522438,3.706473763,1
1.098612289,2.708050201,2.694627181,2.302585093,-0.94160854,2.740840024,2.442347035,3.135494216,1
1.791759469,2.833213344,3.280911216,3.688879454,-0.274436846,3.277144733,2.985681938,4.624972813,1
1.609437912,2.397895273,3.025291076,3.688879454,-0.597837001,2.660259537,3.077312261,4.248495242,1
2.772588722,3.17805383,6.007583929,2.995732274,0.198850859,3.552486829,4.016383021,5.780743516,1
1.294727168,3.203559121,3.28578653,4.094344562,0.067658648,3.050220459,2.740840024,3.984715691,1
0.506817602,3.003700443,3.12544388,2.302585093,1.845300236,3.513036863,4.127134385,4.281930018,1
2.35991016,2.901421594,4.094344562,4.094344562,0.470003629,3.251923679,3.33220451,4.758835034,1
2.48490665,2.944438979,3.250374492,2.302585093,-0.274436846,3.054001182,2.734367509,4.158883083,1
2.772588722,3.258096538,3.157000421,3.688879454,-0.139262067,3.072693315,2.862200881,4.17438727,1
2.833213344,3.496507561,3.374168709,4.700480366,-0.094310679,3.321432413,2.923161581,4.248495242,1
1.945910149,3.17805383,2.990719732,2.302585093,1.226712291,3.446807893,3.020424886,4.709530201,1
0.693147181,3.33220451,2.667228207,2.302585093,-1.714798428,2.856470206,1.757857918,3.891820298,1
2.079441542,2.197224577,2.653241965,3.688879454,-0.776528789,2.747270914,3.242592351,4.465908119,1
2.48490665,2.890371758,3.848017675,2.302585093,0.122217633,3.131136911,2.617395833,3.912023005,1
1.791759469,3.091042453,2.901421594,2.995732274,-0.261364764,2.687847494,2.624668592,4.204692619,1
1.945910149,3.091042453,2.459588842,2.302585093,2.235376343,3.64805746,3.020424886,4.736198448,1
2.397895273,1.945910149,2.753660712,2.302585093,-0.562118918,2.549445171,2.791165108,4.406719247,1
2.564949357,2.772588722,3.254242969,4.094344562,2.890371758,3.708682081,3.925925911,6.302618976,1
2.772588722,2.708050201,3.173878459,2.302585093,0.620576488,3.19047635,2.557227311,4.043051268,1
2.772588722,3.526360525,3.478158423,3.912023005,0.09531018,3.493472658,3.104586678,4.624972813,1
2.708050201,3.583518938,3.47506723,3.688879454,0.392042088,3.384390263,2.939161922,4.248495242,1
2.48490665,2.890371758,3.148453361,2.302585093,0.076961041,3.131136911,2.332143895,3.988984047,1
2.48490665,2.944438979,3.802208139,2.302585093,0.029558802,3.152736022,2.980618636,4.007333185,1
2.708050201,3.433987204,3.443618098,5.247024072,-0.235722334,3.46260601,2.93385687,4.510859507,1
2.772588722,3.135494216,4.398146017,4.700480366,-0.314710745,3.091042453,2.747270914,4.007333185,1
2.772588722,3.36729583,3.430756184,5.075173815,0.223143551,3.642835516,3.258096538,4.672828834,1
1.791759469,2.63905733,3.131136911,5.703782475,-0.478035801,3.100092289,2.949688335,4.644390899,1
2.63905733,3.135494216,3.580737295,2.995732274,-0.186329578,3.198673118,3.015534901,4.477336814,2
2.63905733,3.33220451,3.269568939,2.302585093,-0.274436846,3.317815773,2.912350665,4.290459441,1
2.48490665,2.48490665,3.772760938,4.49980967,0.647103242,3.072693315,3.19047635,6.609349243,1
1.791759469,2.48490665,3.086486637,3.401197382,-0.653926467,2.827313622,3.148453361,4.234106505,1
2.772588722,2.48490665,2.970414466,4.49980967,-0.301105093,2.815408719,3.077312261,4.382026635,1
1.791759469,1.791759469,2.617395833,3.401197382,-0.693147181,2.433613355,2.708050201,4.110873864,1
1.609437912,2.564949357,3.46260601,2.302585093,-1.237874356,2.468099531,2.797281335,3.713572067,3
2.48490665,2.995732274,3.839452313,2.302585093,-0.051293294,3.144152279,2.617395833,4.094344562,3
2.079441542,2.995732274,3.072693315,2.302585093,-0.616186139,2.674148649,2.63188884,4.007333185,3
2.48490665,2.833213344,3.618993327,3.401197382,0.542324291,3.04927304,2.667228207,3.912023005,1
2.302585093,2.890371758,2.63188884,3.401197382,-0.174353387,2.564949357,2.990719732,3.912023005,1
2.772588722,3.218875825,3.433987204,3.401197382,0.009950331,3.440418095,2.525728644,4.127134385,1
1.945910149,2.397895273,2.884800713,2.995732274,-1.237874356,2.351375257,1.931521412,3.555348061,1
1.609437912,2.564949357,3.62700405,2.302585093,-1.049822124,2.564949357,2.928523524,3.988984047,1
2.197224577,2.63905733,3.572345638,6.327936784,-0.597837001,2.797281335,3.117949906,4.234106505,1
2.302585093,2.708050201,3.039749159,4.605170186,-0.328504067,3.113515309,2.867898902,4.812184355,1
2.197224577,2.772588722,3.194583132,2.995732274,-0.186329578,2.76000994,3.443618098,4.418840608,2
1.650579856,3.565015467,3.86030857,3.912023005,-0.301105093,3.156574799,2.960105096,4.236422661,1
2.090628731,3.55791619,3.713572067,3.401197382,0.039220713,3.210036876,3.218875825,4.354526961,1
2.708050201,2.397895273,3.161246712,2.302585093,-0.385662481,2.791165108,3.342861805,4.343805422,1
-0.430782916,3.825593277,3.539799231,3.401197382,-0.072570693,3.446170747,2.954910279,4.048475129,1
1.623340818,3.953548752,4.382026635,2.995732274,-0.314710745,3.61361697,1.791759469,4.225080384,1
1.987874348,3.500741012,3.17805383,3.688879454,-0.415515444,2.993730271,2.944438979,4.280409105,1
2.890371758,3.401197382,4.632785353,3.401197382,-0.162518929,3.169685581,2.721295428,4.127134385,1
2.197224577,3.044522438,3.280911216,2.995732274,-0.755022584,2.844909384,2.442347035,3.871201011,1
2.564949357,2.995732274,5.172754144,2.302585093,0.21511138,3.370738174,3.784189634,5.293304825,1
2.197224577,2.079441542,3.068052935,2.995732274,-0.371063681,2.965273066,2.879198457,4.343805422,1
2.32630162,2.719319793,3.401197382,3.912023005,0.806475866,3.127199036,3.380994674,4.502805179,1
1.715598108,4.063541653,3.993049844,2.995732274,0.048790164,3.584906864,2.747270914,4.248209487,1
2.302585093,2.944438979,2.917770732,2.302585093,0.604315967,3.131136911,2.93385687,4.48863637,1
1.532556868,3.50013733,3.968592357,3.401197382,-0.248461359,3.364879119,2.63188884,4.082103276,1
2.833213344,3.583518938,3.250374492,3.688879454,0.067658648,3.321432413,2.57261223,4.143134726,1
2.48490665,2.944438979,3.597312261,2.302585093,-0.105360516,3.095577609,2.509599262,3.988984047,1
2.48490665,2.995732274,3.572345638,2.302585093,-0.105360516,3.126760536,2.587764035,3.970291914,1
2.397895273,2.890371758,3.005682604,2.302585093,0.270027137,3.100092289,2.292534757,3.912023005,1
1.945910149,3.610917913,2.714694744,3.688879454,0.565313809,3.039749159,2.714694744,4.143134726,1
2.63905733,2.944438979,3.411147713,6.086774727,-0.235722334,2.939161922,3.214867803,4.584967479,1
2.833213344,2.079441542,3.292126287,7.31986493,-0.415515444,2.660259537,3.36729583,4.442651256,1
1.098612289,2.708050201,2.850706502,2.995732274,-0.693147181,2.753660712,2.753660712,3.688879454,1
1.945910149,1.945910149,2.701361213,4.49980967,-0.653926467,2.341805806,2.965273066,4.17438727,1
2.302585093,2.302585093,3.407841924,6.131226489,1.605429891,3.226843995,3.342861805,5.049856007,1
2.079441542,2.48490665,4.454347296,5.075173815,-0.371063681,2.990719732,3.449987546,4.905274778,1
2.079441542,2.397895273,3.666122467,5.521460918,0.662687973,2.975529566,3.478158423,6.190315406,1
2.197224577,2.197224577,2.884800713,4.941642423,-0.494296322,2.646174797,3.025291076,4.418840608,1
3.218875825,2.302585093,3.73289634,4.700480366,0.113328685,2.397895273,4.102643365,4.997212274,1
1.486139696,3.168003494,3.465423354,2.302585093,-0.127833372,2.514465452,2.63905733,4.919396814,1
3.044522438,2.772588722,3.683866912,3.688879454,0.405465108,2.839078464,3.044522438,3.828641396,1
2.944438979,2.995732274,3.157000421,4.248495242,-0.301105093,3.328626689,2.360854001,5.129898715,1
2.772588722,2.48490665,2.856470206,2.995732274,0.246860078,2.587764035,3.6558396,4.624972813,1
2.890371758,3.258096538,3.979681654,2.995732274,-0.274436846,3.437207819,2.351375257,4.219507705,1
3.465735903,2.397895273,3.597312261,3.401197382,1.888583654,3.517497837,4.638604962,5.908082938,1
1.386294361,2.890371758,2.674148649,2.302585093,1.690095815,3.265759411,2.564949357,4.49980967,1
1.945910149,2.079441542,2.917770732,4.49980967,-0.356674944,2.815408719,2.965273066,4.605170186,1
2.397895273,2.079441542,3.788724789,4.094344562,1.105256831,2.862200881,3.377587516,6.487684018,1
1.945910149,2.079441542,2.451005098,2.995732274,-0.84397007,2.379546134,2.564949357,4.189654742,1
0.693147181,2.63905733,2.714694744,2.302585093,-1.078809661,2.595254707,2.785011242,3.555348061,1
1.791759469,2.397895273,2.995732274,2.302585093,-0.139262067,2.667228207,3.044522438,4.276666119,1
1.386294361,3.091042453,2.821378886,2.302585093,1.499623046,3.342861805,2.501435952,4.48863637,1
2.302585093,2.708050201,2.694627181,2.302585093,0.932164081,2.912350665,2.624668592,4.094344562,1
1.791759469,2.833213344,3.342861805,3.912023005,-0.162518929,3.139832618,3.144152279,4.779123493,1
1.386294361,2.833213344,3.47506723,3.688879454,-0.287682072,3.126760536,2.772588722,4.477336814,1
2.744060639,3.725693427,4.241758314,3.688879454,0.536493371,3.479392229,3.421000009,4.745453731,1
1.633154439,3.873697891,4.135486506,2.302585093,-0.261364764,3.352007137,2.701361213,4.270396506,1
1.00795792,3.398861322,4.171614198,2.302585093,-0.494296322,3.317815773,2.63905733,4.163404098,1
1.286474026,3.149740086,3.436564525,2.995732274,-0.198450939,2.749831735,2.302585093,3.882594195,1
0.815364813,3.492560388,3.855452654,3.401197382,-0.634878272,3.235142797,2.197224577,4.04899846,1
3.401197382,2.48490665,3.502549876,2.995732274,1.335001067,3.339321978,4.850466542,5.948034989,2
2.772588722,2.48490665,2.839078464,2.995732274,0.31481074,2.587764035,3.703768067,4.59511985,1
2.63905733,2.708050201,3.511545439,3.401197382,0.067658648,2.939161922,3.063390922,4.510859507,1
2.079441542,2.995732274,2.949688335,3.401197382,3.328626689,4.157319361,3.025291076,5.023880521,2
1.609437912,2.833213344,2.379546134,2.302585093,0.300104592,2.844909384,2.525728644,4.110873864,1
2.772588722,2.197224577,4.139955073,5.075173815,0.357674444,2.312535424,3.895893623,5.463831805,1
1.945910149,2.772588722,3.561046083,3.688879454,0.548121409,3.490428515,3.39785848,5.075173815,1
1.945910149,2.564949357,3.194583132,5.598421959,-0.342490309,2.917770732,2.944438979,4.543294782,1
2.833213344,2.197224577,2.63905733,3.401197382,-0.385662481,2.674148649,2.721295428,4.369447852,1
2.63905733,2.397895273,3.342861805,8.163371316,0.444685821,2.844909384,3.353406718,5.252273428,1
1.945910149,1.791759469,2.890371758,4.86753445,-0.713349888,2.468099531,2.960105096,4.465908119,1
1.386294361,2.564949357,2.970414466,3.912023005,-0.84397007,2.734367509,2.890371758,4.007333185,1
1.609437912,2.995732274,2.197224577,2.302585093,-0.186329578,2.772588722,2.727852828,3.891820298,1
2.564949357,3.044522438,3.446807893,3.401197382,-0.162518929,3.122364924,2.923161581,4.219507705,1
1.945910149,2.48490665,2.282382386,2.302585093,-0.105360516,2.282382386,2.197224577,3.433987204,1
2.302585093,2.302585093,3.044522438,6.551080335,0.019802627,2.803360381,2.93385687,4.510859507,1
2.48490665,2.302585093,3.246490992,4.787491743,0.173953307,2.809402695,3.068052935,4.727387819,1
1.386294361,2.833213344,2.76000994,2.302585093,-0.616186139,2.90690106,2.687847494,3.912023005,1
1.791759469,2.48490665,2.701361213,3.688879454,-0.400477567,3.222867846,3.36729583,5.950642553,2
2.564949357,3.63758616,3.246490992,2.302585093,1.711994501,3.346389145,3.493472658,4.682131227,1
1.791759469,2.833213344,2.014903021,2.995732274,-0.430782916,2.501435952,2.90690106,4.418840608,1
1.386294361,3.17805383,3.086486637,2.302585093,1.566530411,3.360375387,3.005682604,4.48863637,1
2.48490665,2.708050201,3.261935314,3.912023005,-0.061875404,3.086486637,3.46885603,4.615120517,1
1.791759469,2.197224577,2.856470206,2.302585093,-0.46203546,2.856470206,3.317815773,4.48863637,1
2.564949357,3.295836866,3.169685581,3.688879454,0.850150929,3.165475048,3.117949906,4.574710979,1
2.48490665,2.944438979,3.856510295,2.302585093,0.067658648,3.148453361,2.734367509,4.077537444,1
3.17805383,3.871201011,4.880526609,4.248495242,0.371563556,3.526360525,2.884800713,4.158883083,1
3.465735903,3.688879454,5.188502501,3.401197382,0.2390169,3.46260601,3.299533728,4.574710979,1
2.48490665,2.944438979,3.33220451,2.302585093,-0.174353387,3.072693315,2.815408719,4.17438727,1
2.944438979,3.401197382,3.768152635,3.688879454,-0.15082289,3.33220451,3.258096538,4.454347296,1
2.302585093,3.63758616,3.520460802,3.688879454,0.21511138,3.440418095,2.928523524,4.442651256,1
2.564949357,2.944438979,3.113515309,2.302585093,-0.072570693,3.198673118,2.890371758,4.204692619,1
2.079441542,3.135494216,2.949688335,2.995732274,-0.342490309,2.939161922,2.844909384,4.276666119,1
2.48490665,3.091042453,3.511545439,2.302585093,-0.174353387,3.17805383,2.890371758,4.204692619,1
2.772588722,4.094344562,3.935739532,2.995732274,0.444685821,3.740047741,3.034952987,4.290459441,1
2.833213344,2.772588722,3.091042453,4.094344562,-0.094310679,2.844909384,3.015534901,4.795790546,1
1.609437912,2.833213344,2.923161581,3.401197382,1.355835154,3.086486637,2.674148649,4.276666119,1
1.609437912,3.135494216,2.772588722,3.688879454,2.033397603,3.414442608,2.687847494,4.682131227,1
3.135494216,2.197224577,2.58021683,3.688879454,0.165514438,2.815408719,2.646174797,3.583518938,1
1.386294361,2.772588722,3.0301337,2.995732274,-0.46203546,2.809402695,2.895911938,3.850147602,1
2.63905733,2.63905733,3.269568939,3.912023005,0.672944473,2.917770732,3.165475048,4.770684624,2
2.302585093,3.17805383,2.708050201,3.912023005,-0.162518929,2.797281335,2.681021529,3.80666249,3
2.63905733,2.564949357,3.015534901,4.382026635,-0.400477567,2.975529566,3.157000421,4.795790546,1
3.135494216,2.197224577,2.815408719,4.248495242,-0.301105093,2.87356464,3.514526067,4.804021045,1
2.833213344,2.397895273,2.821378886,4.094344562,-0.597837001,2.850706502,3.73289634,4.644390899,2
1.386294361,2.63905733,2.839078464,2.302585093,-0.776528789,2.772588722,2.766319109,3.761200116,1
0.845868268,3.573749147,3.610377226,4.49980967,-0.301105093,3.449352424,2.714694744,3.580737295,2
3.433987204,2.708050201,4.53044664,3.401197382,-0.223143551,3.034952987,3.529297384,5.402677382,1
2.079441542,2.397895273,3.17805383,5.135798437,2.105352923,3.261935314,3.034952987,4.990432587,1
2.397895273,2.197224577,3.437207819,5.010635294,0.343589704,2.839078464,3.148453361,6.165417854,1
0.693147181,2.944438979,3.058707073,2.302585093,-0.867500568,3.0301337,2.557227311,3.737669618,1
2.890371758,1.945910149,3.490428515,5.135798437,-0.223143551,2.174751721,3.683866912,4.700480366,1
2.302585093,2.772588722,2.753660712,3.688879454,1.105256831,2.90690106,2.602689685,4.17438727,1
2.197224577,4.290459441,3.152736022,6.040254711,0.891998039,4.037774211,3.424262655,4.890349128,1
1.945910149,2.197224577,2.493205453,2.995732274,-0.916290732,2.701361213,2.923161581,4.465908119,1
1.609437912,2.079441542,2.917770732,3.688879454,-0.673344553,2.595254707,2.791165108,3.970291914,1
1.791759469,2.995732274,2.862200881,3.401197382,-0.430782916,2.797281335,2.785011242,3.583518938,1
2.63905733,3.218875825,2.701361213,2.302585093,0.989541194,3.299533728,2.694627181,4.394449155,1
2.302585093,3.17805383,3.295836866,2.302585093,0.039220713,3.058707073,2.701361213,4.025351691,1
2.772588722,2.197224577,2.674148649,3.401197382,-0.693147181,2.58021683,3.091042453,4.605170186,1
2.38416508,3.529297384,3.574029612,4.248495242,-0.105360516,2.946542029,2.995732274,4.241326753,1
2.598235335,3.505257052,3.688879454,4.248495242,0.067658648,3.065724645,2.890371758,4.514150788,1
2.081938422,3.461978854,3.432696049,3.912023005,-0.186329578,2.942858784,1.945910149,4.182050143,1
2.197224577,3.871201011,3.440418095,3.688879454,0.148420005,3.526360525,2.815408719,4.406719247,1
2.890371758,3.496507561,2.517696473,2.995732274,-0.094310679,3.063390922,2.63905733,4.189654742,1
4.835487941,4.682131227,2.772588722,2.302585093,0.536493371,2.079441542,3.224460203,4.65396035,1
4.357221516,4.727387819,3.526360525,4.49980967,1.098612289,3.295836866,4.195847648,4.663439094,1
4.200504758,4.663439094,3.871201011,2.302585093,1.808288771,3.401197382,5.035002651,6.070737728,1
4.138361448,3.218875825,3.17805383,4.700480366,-0.301105093,2.48490665,3.986573737,4.543294782,1
4.043752776,3.258096538,4.077537444,4.382026635,0.609765572,3.583518938,5.064618301,6.555356892,1
4.713396591,3.828641396,3.091042453,3.912023005,0.732367894,2.48490665,3.233961462,4.812184355,1
4.010781777,3.951243719,3.33220451,4.86753445,0.737164066,2.772588722,3.186765771,4.17438727,1
4.806231714,3.850147602,3.044522438,3.688879454,0.444685821,2.397895273,3.449352424,4.290459441,1
4.183575696,3.713572067,2.48490665,2.302585093,0.173953307,1.609437912,3.147594623,3.931825633,1
4.511189123,3.912023005,3.737669618,3.401197382,0.536493371,2.995732274,4.46337618,5.438079309,1
3.87660306,4.369447852,3.258096538,3.912023005,0.21511138,2.833213344,3.704260556,4.143134726,1
3.829944894,4.094344562,4.553876892,2.302585093,1.508511994,4.025351691,3.736001561,4.912654886,1
4.101816577,4.189654742,2.397895273,3.912023005,0.806475866,1.791759469,3.443298558,4.025351691,2
4.266615783,4.204692619,4.644390899,2.995732274,1.439835128,4.025351691,3.746912485,4.976733742,1
3.92316075,4.9698133,4.430816799,5.438079309,2.214846179,4.204692619,3.362109993,5.497168225,4
3.878052486,4.718498871,3.36729583,4.248495242,0.985816795,2.890371758,3.148024084,4.442651256,1
4.108247467,4.317488114,4.382026635,3.912023005,2.05796251,4.007333185,3.139832618,5.424950017,1
3.828641396,2.302585093,2.57261223,5.598421959,0.223143551,2.282382386,2.701361213,4.718498871,1
4.644390899,2.63905733,2.424802726,4.700480366,0.482426149,3.058707073,3.64805746,5.579729826,1
4.276666119,2.397895273,2.917770732,5.347107531,0,2.442347035,3.058707073,5.036952602,1
4.430816799,2.63905733,3.295836866,4.605170186,-0.020202707,2.856470206,3.414442608,5.379897354,3
3.828641396,4.406719247,3.933784497,3.912023005,0.737164066,2.912350665,3.770459441,5.347107531,1
4.394449155,3.135494216,3.284663565,5.298317367,0.542324291,3.529297384,5.365976015,6.889591308,1
4.574710979,3.401197382,3.624340933,5.010635294,0.165514438,2.949688335,4.693181063,6.084499413,1
3.931825633,2.397895273,2.809402695,4.700480366,-0.094310679,2.714694744,2.815408719,4.043051268,1
4.762173935,2.772588722,4.705015521,3.912023005,3.335769576,3.0301337,3.895893623,5.262690189,1
4.204692619,3.218875825,3.910021003,4.86753445,0.924258902,3.624340933,3.841600541,5.062595033,1
3.828641396,2.772588722,3.693866996,6.01615716,0.173953307,3.250374492,3.161246712,4.9698133,1
4.304065093,4.718498871,3.349904087,9.137769679,1.068153081,3.977810746,3.288401888,5.451038454,1
4.844187086,5.438079309,3.443618098,10.08996712,0.760805829,4.895598484,3.144152279,5.247024072,1
4.276666119,4.204692619,4.33073334,4.248495242,0.698134722,3.39785848,3.321432413,5.056245805,1
4.127134385,2.564949357,2.797281335,4.605170186,0.2390169,2.778819272,4.364371699,5.123963979,1
4.820281566,3.258096538,3.456316681,5.634789603,0.182321557,2.867898902,3.788724789,6.419994928,1
